"Statistic","Month","Age Group","Sex","UNIT","VALUE"
"Seasonally Adjusted Monthly Unemployment","2009M07","15 - 74 years","Male","Thousand","199.3"
"Seasonally Adjusted Monthly Unemployment","2009M07","15 - 74 years","Female","Thousand","99.7"
"Seasonally Adjusted Monthly Unemployment","2009M07","25 - 74 years","Both sexes","Thousand","203.1"
"Seasonally Adjusted Monthly Unemployment","2009M07","25 - 74 years","Male","Thousand","135"
"Seasonally Adjusted Monthly Unemployment","2009M07","25 - 74 years","Female","Thousand","68.1"
"Seasonally Adjusted Monthly Unemployment","2009M08","15 - 24 years","Both sexes","Thousand","93.3"
"Seasonally Adjusted Monthly Unemployment","2009M08","15 - 24 years","Male","Thousand","61.5"
"Seasonally Adjusted Monthly Unemployment","2009M08","15 - 24 years","Female","Thousand","31.8"
"Seasonally Adjusted Monthly Unemployment","2009M08","15 - 74 years","Both sexes","Thousand","302.5"
"Seasonally Adjusted Monthly Unemployment","2009M08","15 - 74 years","Male","Thousand","198.2"
"Seasonally Adjusted Monthly Unemployment","2009M08","15 - 74 years","Female","Thousand","104.3"
"Seasonally Adjusted Monthly Unemployment","2009M08","25 - 74 years","Both sexes","Thousand","209.2"
"Seasonally Adjusted Monthly Unemployment","2009M08","25 - 74 years","Male","Thousand","136.8"
"Seasonally Adjusted Monthly Unemployment","2009M08","25 - 74 years","Female","Thousand","72.5"
"Seasonally Adjusted Monthly Unemployment","2009M09","15 - 24 years","Both sexes","Thousand","98.6"
"Seasonally Adjusted Monthly Unemployment","2009M09","15 - 24 years","Male","Thousand","66.3"
"Seasonally Adjusted Monthly Unemployment","2009M09","15 - 24 years","Female","Thousand","32.2"
"Seasonally Adjusted Monthly Unemployment","2009M09","15 - 74 years","Both sexes","Thousand","313.6"
"Seasonally Adjusted Monthly Unemployment","2009M09","15 - 74 years","Male","Thousand","206.2"
"Seasonally Adjusted Monthly Unemployment","2009M09","15 - 74 years","Female","Thousand","107.4"
"Seasonally Adjusted Monthly Unemployment","2009M09","25 - 74 years","Both sexes","Thousand","215.1"
"Seasonally Adjusted Monthly Unemployment","2009M09","25 - 74 years","Male","Thousand","139.9"
"Seasonally Adjusted Monthly Unemployment","2009M09","25 - 74 years","Female","Thousand","75.2"
"Seasonally Adjusted Monthly Unemployment","2009M10","15 - 24 years","Both sexes","Thousand","101.1"
"Seasonally Adjusted Monthly Unemployment","2009M10","15 - 24 years","Male","Thousand","68.8"
"Seasonally Adjusted Monthly Unemployment","2009M10","15 - 24 years","Female","Thousand","32.2"
"Seasonally Adjusted Monthly Unemployment","2009M10","15 - 74 years","Both sexes","Thousand","316"
"Seasonally Adjusted Monthly Unemployment","2009M10","15 - 74 years","Male","Thousand","209.1"
"Seasonally Adjusted Monthly Unemployment","2009M10","15 - 74 years","Female","Thousand","106.9"
"Seasonally Adjusted Monthly Unemployment","2009M10","25 - 74 years","Both sexes","Thousand","214.9"
"Seasonally Adjusted Monthly Unemployment","2009M10","25 - 74 years","Male","Thousand","140.3"
"Seasonally Adjusted Monthly Unemployment","2009M10","25 - 74 years","Female","Thousand","74.7"
"Seasonally Adjusted Monthly Unemployment","2009M11","15 - 24 years","Both sexes","Thousand","100.9"
"Seasonally Adjusted Monthly Unemployment","2009M11","15 - 24 years","Male","Thousand","68.9"
"Seasonally Adjusted Monthly Unemployment","2009M11","15 - 24 years","Female","Thousand","32"
"Seasonally Adjusted Monthly Unemployment","2009M11","15 - 74 years","Both sexes","Thousand","315.4"
"Seasonally Adjusted Monthly Unemployment","2009M11","15 - 74 years","Male","Thousand","210.4"
"Seasonally Adjusted Monthly Unemployment","2009M11","15 - 74 years","Female","Thousand","105"
"Seasonally Adjusted Monthly Unemployment","2009M11","25 - 74 years","Both sexes","Thousand","214.5"
"Seasonally Adjusted Monthly Unemployment","2009M11","25 - 74 years","Male","Thousand","141.5"
"Seasonally Adjusted Monthly Unemployment","2009M11","25 - 74 years","Female","Thousand","73"
"Seasonally Adjusted Monthly Unemployment","2009M12","15 - 24 years","Both sexes","Thousand","100.1"
"Seasonally Adjusted Monthly Unemployment","2009M12","15 - 24 years","Male","Thousand","68.4"
"Seasonally Adjusted Monthly Unemployment","2009M12","15 - 24 years","Female","Thousand","31.7"
"Seasonally Adjusted Monthly Unemployment","2009M12","15 - 74 years","Both sexes","Thousand","312"
"Seasonally Adjusted Monthly Unemployment","2009M12","15 - 74 years","Male","Thousand","209.1"
"Seasonally Adjusted Monthly Unemployment","2009M12","15 - 74 years","Female","Thousand","102.9"
"Seasonally Adjusted Monthly Unemployment","2009M12","25 - 74 years","Both sexes","Thousand","211.9"
"Seasonally Adjusted Monthly Unemployment","2009M12","25 - 74 years","Male","Thousand","140.7"
"Seasonally Adjusted Monthly Unemployment","2009M12","25 - 74 years","Female","Thousand","71.2"
"Seasonally Adjusted Monthly Unemployment","2010M01","15 - 24 years","Both sexes","Thousand","97.3"
"Seasonally Adjusted Monthly Unemployment","2010M01","15 - 24 years","Male","Thousand","65.6"
"Seasonally Adjusted Monthly Unemployment","2010M01","15 - 24 years","Female","Thousand","31.7"
"Seasonally Adjusted Monthly Unemployment","2010M01","15 - 74 years","Both sexes","Thousand","313"
"Seasonally Adjusted Monthly Unemployment","2010M01","15 - 74 years","Male","Thousand","209.6"
"Seasonally Adjusted Monthly Unemployment","2010M01","15 - 74 years","Female","Thousand","103.4"
"Seasonally Adjusted Monthly Unemployment","2010M01","25 - 74 years","Both sexes","Thousand","215.7"
"Seasonally Adjusted Monthly Unemployment","2010M01","25 - 74 years","Male","Thousand","143.9"
"Seasonally Adjusted Monthly Unemployment","2010M01","25 - 74 years","Female","Thousand","71.8"
"Seasonally Adjusted Monthly Unemployment","2010M02","15 - 24 years","Both sexes","Thousand","93.4"
"Seasonally Adjusted Monthly Unemployment","2010M02","15 - 24 years","Male","Thousand","62.5"
"Seasonally Adjusted Monthly Unemployment","2010M02","15 - 24 years","Female","Thousand","30.9"
"Seasonally Adjusted Monthly Unemployment","2010M02","15 - 74 years","Both sexes","Thousand","308.6"
"Seasonally Adjusted Monthly Unemployment","2010M02","15 - 74 years","Male","Thousand","206.1"
"Seasonally Adjusted Monthly Unemployment","2010M02","15 - 74 years","Female","Thousand","102.5"
"Seasonally Adjusted Monthly Unemployment","2010M02","25 - 74 years","Both sexes","Thousand","215.2"
"Seasonally Adjusted Monthly Unemployment","2010M02","25 - 74 years","Male","Thousand","143.6"
"Seasonally Adjusted Monthly Unemployment","2010M02","25 - 74 years","Female","Thousand","71.6"
"Seasonally Adjusted Monthly Unemployment","2010M03","15 - 24 years","Both sexes","Thousand","91.9"
"Seasonally Adjusted Monthly Unemployment","2010M03","15 - 24 years","Male","Thousand","61"
"Seasonally Adjusted Monthly Unemployment","2010M03","15 - 24 years","Female","Thousand","30.9"
"Seasonally Adjusted Monthly Unemployment","2010M03","15 - 74 years","Both sexes","Thousand","311.8"
"Seasonally Adjusted Monthly Unemployment","2010M03","15 - 74 years","Male","Thousand","205.8"
"Seasonally Adjusted Monthly Unemployment","2010M03","15 - 74 years","Female","Thousand","106"
"Seasonally Adjusted Monthly Unemployment","2010M03","25 - 74 years","Both sexes","Thousand","220"
"Seasonally Adjusted Monthly Unemployment","2010M03","25 - 74 years","Male","Thousand","144.8"
"Seasonally Adjusted Monthly Unemployment","2010M03","25 - 74 years","Female","Thousand","75.1"
"Seasonally Adjusted Monthly Unemployment","2010M04","15 - 24 years","Both sexes","Thousand","90.6"
"Seasonally Adjusted Monthly Unemployment","2010M04","15 - 24 years","Male","Thousand","59.7"
"Seasonally Adjusted Monthly Unemployment","2010M04","15 - 24 years","Female","Thousand","30.9"
"Seasonally Adjusted Monthly Unemployment","2010M04","15 - 74 years","Both sexes","Thousand","319.3"
"Seasonally Adjusted Monthly Unemployment","2010M04","15 - 74 years","Male","Thousand","207.1"
"Seasonally Adjusted Monthly Unemployment","2010M04","15 - 74 years","Female","Thousand","112.2"
"Seasonally Adjusted Monthly Unemployment","2010M04","25 - 74 years","Both sexes","Thousand","228.7"
"Seasonally Adjusted Monthly Unemployment","2010M04","25 - 74 years","Male","Thousand","147.4"
"Seasonally Adjusted Monthly Unemployment","2010M04","25 - 74 years","Female","Thousand","81.3"
"Seasonally Adjusted Monthly Unemployment","2010M05","15 - 24 years","Both sexes","Thousand","90.7"
"Seasonally Adjusted Monthly Unemployment","2010M05","15 - 24 years","Male","Thousand","59.5"
"Seasonally Adjusted Monthly Unemployment","2010M05","15 - 24 years","Female","Thousand","31.2"
"Seasonally Adjusted Monthly Unemployment","2010M05","15 - 74 years","Both sexes","Thousand","326.6"
"Seasonally Adjusted Monthly Unemployment","2010M05","15 - 74 years","Male","Thousand","209.2"
"Seasonally Adjusted Monthly Unemployment","2010M05","15 - 74 years","Female","Thousand","117.4"
"Seasonally Adjusted Monthly Unemployment","2010M05","25 - 74 years","Both sexes","Thousand","235.8"
"Seasonally Adjusted Monthly Unemployment","2010M05","25 - 74 years","Male","Thousand","149.6"
"Seasonally Adjusted Monthly Unemployment","2010M05","25 - 74 years","Female","Thousand","86.2"
"Seasonally Adjusted Monthly Unemployment","2010M06","15 - 24 years","Both sexes","Thousand","89.5"
"Seasonally Adjusted Monthly Unemployment","2010M06","15 - 24 years","Male","Thousand","58.7"
"Seasonally Adjusted Monthly Unemployment","2010M06","15 - 24 years","Female","Thousand","30.7"
"Seasonally Adjusted Monthly Unemployment","2010M06","15 - 74 years","Both sexes","Thousand","324.3"
"Seasonally Adjusted Monthly Unemployment","2010M06","15 - 74 years","Male","Thousand","209.3"
"Seasonally Adjusted Monthly Unemployment","2010M06","15 - 74 years","Female","Thousand","115"
"Seasonally Adjusted Monthly Unemployment","2010M06","25 - 74 years","Both sexes","Thousand","234.9"
"Seasonally Adjusted Monthly Unemployment","2010M06","25 - 74 years","Male","Thousand","150.6"
"Seasonally Adjusted Monthly Unemployment","2010M06","25 - 74 years","Female","Thousand","84.3"
"Seasonally Adjusted Monthly Unemployment","2010M07","15 - 24 years","Both sexes","Thousand","88.5"
"Seasonally Adjusted Monthly Unemployment","2010M07","15 - 24 years","Male","Thousand","58.4"
"Seasonally Adjusted Monthly Unemployment","2010M07","15 - 24 years","Female","Thousand","30.1"
"Seasonally Adjusted Monthly Unemployment","2010M07","15 - 74 years","Both sexes","Thousand","321.4"
"Seasonally Adjusted Monthly Unemployment","2010M07","15 - 74 years","Male","Thousand","209.9"
"Seasonally Adjusted Monthly Unemployment","2010M07","15 - 74 years","Female","Thousand","111.5"
"Seasonally Adjusted Monthly Unemployment","2010M07","25 - 74 years","Both sexes","Thousand","232.9"
"Seasonally Adjusted Monthly Unemployment","2010M07","25 - 74 years","Male","Thousand","151.5"
"Seasonally Adjusted Monthly Unemployment","2010M07","25 - 74 years","Female","Thousand","81.4"
"Seasonally Adjusted Monthly Unemployment","2010M08","15 - 24 years","Both sexes","Thousand","86.6"
"Seasonally Adjusted Monthly Unemployment","2010M08","15 - 24 years","Male","Thousand","55.2"
"Seasonally Adjusted Monthly Unemployment","2010M08","15 - 24 years","Female","Thousand","31.3"
"Seasonally Adjusted Monthly Unemployment","2010M08","15 - 74 years","Both sexes","Thousand","323.3"
"Seasonally Adjusted Monthly Unemployment","2010M08","15 - 74 years","Male","Thousand","209.2"
"Seasonally Adjusted Monthly Unemployment","2010M08","15 - 74 years","Female","Thousand","114.1"
"Seasonally Adjusted Monthly Unemployment","2010M08","25 - 74 years","Both sexes","Thousand","236.8"
"Seasonally Adjusted Monthly Unemployment","2010M08","25 - 74 years","Male","Thousand","154"
"Seasonally Adjusted Monthly Unemployment","2010M08","25 - 74 years","Female","Thousand","82.8"
"Seasonally Adjusted Monthly Unemployment","2010M09","15 - 24 years","Both sexes","Thousand","93.5"
"Seasonally Adjusted Monthly Unemployment","2010M09","15 - 24 years","Male","Thousand","59.1"
"Seasonally Adjusted Monthly Unemployment","2010M09","15 - 24 years","Female","Thousand","34.4"
"Seasonally Adjusted Monthly Unemployment","2010M09","15 - 74 years","Both sexes","Thousand","337"
"Seasonally Adjusted Monthly Unemployment","2010M09","15 - 74 years","Male","Thousand","217.5"
"Seasonally Adjusted Monthly Unemployment","2010M09","15 - 74 years","Female","Thousand","119.5"
"Seasonally Adjusted Monthly Unemployment","2010M09","25 - 74 years","Both sexes","Thousand","243.5"
"Seasonally Adjusted Monthly Unemployment","2010M09","25 - 74 years","Male","Thousand","158.4"
"Seasonally Adjusted Monthly Unemployment","2010M09","25 - 74 years","Female","Thousand","85.1"
"Seasonally Adjusted Monthly Unemployment","2010M10","15 - 24 years","Both sexes","Thousand","97"
"Seasonally Adjusted Monthly Unemployment","2010M10","15 - 24 years","Male","Thousand","59.4"
"Seasonally Adjusted Monthly Unemployment","2010M10","15 - 24 years","Female","Thousand","37.6"
"Seasonally Adjusted Monthly Unemployment","2010M10","15 - 74 years","Both sexes","Thousand","349.5"
"Seasonally Adjusted Monthly Unemployment","2010M10","15 - 74 years","Male","Thousand","222"
"Seasonally Adjusted Monthly Unemployment","2010M10","15 - 74 years","Female","Thousand","127.5"
"Seasonally Adjusted Monthly Unemployment","2010M10","25 - 74 years","Both sexes","Thousand","252.4"
"Seasonally Adjusted Monthly Unemployment","2010M10","25 - 74 years","Male","Thousand","162.6"
"Seasonally Adjusted Monthly Unemployment","2010M10","25 - 74 years","Female","Thousand","89.9"
"Seasonally Adjusted Monthly Unemployment","2010M11","15 - 24 years","Both sexes","Thousand","96.6"
"Seasonally Adjusted Monthly Unemployment","2010M11","15 - 24 years","Male","Thousand","58.8"
"Seasonally Adjusted Monthly Unemployment","2010M11","15 - 24 years","Female","Thousand","37.8"
"Seasonally Adjusted Monthly Unemployment","2010M11","15 - 74 years","Both sexes","Thousand","350.2"
"Seasonally Adjusted Monthly Unemployment","2010M11","15 - 74 years","Male","Thousand","221.9"
"Seasonally Adjusted Monthly Unemployment","2010M11","15 - 74 years","Female","Thousand","128.3"
"Seasonally Adjusted Monthly Unemployment","2010M11","25 - 74 years","Both sexes","Thousand","253.6"
"Seasonally Adjusted Monthly Unemployment","2010M11","25 - 74 years","Male","Thousand","163.2"
"Seasonally Adjusted Monthly Unemployment","2010M11","25 - 74 years","Female","Thousand","90.5"
"Seasonally Adjusted Monthly Unemployment","2010M12","15 - 24 years","Both sexes","Thousand","95.3"
"Seasonally Adjusted Monthly Unemployment","2010M12","15 - 24 years","Male","Thousand","58.4"
"Seasonally Adjusted Monthly Unemployment","2010M12","15 - 24 years","Female","Thousand","36.9"
"Seasonally Adjusted Monthly Unemployment","2010M12","15 - 74 years","Both sexes","Thousand","347.9"
"Seasonally Adjusted Monthly Unemployment","2010M12","15 - 74 years","Male","Thousand","220.9"
"Seasonally Adjusted Monthly Unemployment","2010M12","15 - 74 years","Female","Thousand","127"
"Seasonally Adjusted Monthly Unemployment","2010M12","25 - 74 years","Both sexes","Thousand","252.6"
"Seasonally Adjusted Monthly Unemployment","2010M12","25 - 74 years","Male","Thousand","162.6"
"Seasonally Adjusted Monthly Unemployment","2010M12","25 - 74 years","Female","Thousand","90.1"
"Seasonally Adjusted Monthly Unemployment","2011M01","15 - 24 years","Both sexes","Thousand","94.1"
"Seasonally Adjusted Monthly Unemployment","2011M01","15 - 24 years","Male","Thousand","58.5"
"Seasonally Adjusted Monthly Unemployment","2011M01","15 - 24 years","Female","Thousand","35.6"
"Seasonally Adjusted Monthly Unemployment","2011M01","15 - 74 years","Both sexes","Thousand","343"
"Seasonally Adjusted Monthly Unemployment","2011M01","15 - 74 years","Male","Thousand","217.6"
"Seasonally Adjusted Monthly Unemployment","2011M01","15 - 74 years","Female","Thousand","125.4"
"Seasonally Adjusted Monthly Unemployment","2011M01","25 - 74 years","Both sexes","Thousand","248.9"
"Seasonally Adjusted Monthly Unemployment","2011M01","25 - 74 years","Male","Thousand","159.1"
"Seasonally Adjusted Monthly Unemployment","2011M01","25 - 74 years","Female","Thousand","89.8"
"Seasonally Adjusted Monthly Unemployment","2011M02","15 - 24 years","Both sexes","Thousand","90.7"
"Seasonally Adjusted Monthly Unemployment","2011M02","15 - 24 years","Male","Thousand","57.6"
